petromyzon_marinus ENSPMAG00000004938
peromyscus_maniculatus_bairdii ENSPEMG00000010374
microtus_ochrogaster ENSMOCG00000013449
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026053
mus_spicilegus ENSMSIG00000019981
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025111
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026554
rattus_norvegicus ENSRNOG00000024733
meriones_unguiculatus ENSMUGG00000011580
nannospalax_galili ENSNGAG00000013459
jaculus_jaculus ENSJJAG00000012078
urocitellus_parryii ENSUPAG00010018038
ictidomys_tridecemlineatus ENSSTOG00000010682
marmota_marmota_marmota ENSMMMG00000003217
spermophilus_dauricus ENSSDAG00000022527
dipodomys_ordii ENSDORG00000004514
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009058
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000557
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005932
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015389
fukomys_damarensis ENSFDAG00000008138
cavia_porcellus ENSCPOG00000013275
cavia_aperea ENSCAPG00000009568
octodon_degus ENSODEG00000004042
chinchilla_lanigera ENSCLAG00000013599
colobus_angolensis_palliatus ENSCANG00000034375
piliocolobus_tephrosceles ENSPTEG00000005543
rhinopithecus_roxellana ENSRROG00000044802
rhinopithecus_bieti ENSRBIG00000036568
cercocebus_atys ENSCATG00000041976
theropithecus_gelada ENSTGEG00000015447
macaca_fascicularis ENSMFAG00000037778
macaca_nemestrina ENSMNEG00000045163
papio_anubis ENSPANG00000006139
chlorocebus_sabaeus ENSCSAG00000003300
pan_paniscus ENSPPAG00000032409
pan_troglodytes ENSPTRG00000016524
homo_sapiens ENSG00000121211
gorilla_gorilla ENSGGOG00000023104
pongo_abelii ENSPPYG00000015129
nomascus_leucogenys ENSNLEG00000005936
aotus_nancymaae ENSANAG00000035846
aotus_nancymaae ENSANAG00000007660
cebus_capucinus_imitator ENSCCAG00000033570
aotus_nancymaae ENSANAG00000010015
saimiri_boliviensis_boliviensis ENSSBOG00000022646
cebus_capucinus_imitator ENSCCAG00000031107
aotus_nancymaae ENSANAG00000024030
saimiri_boliviensis_boliviensis ENSSBOG00000036282
saimiri_boliviensis_boliviensis ENSSBOG00000021870
saimiri_boliviensis_boliviensis ENSSBOG00000028037
callithrix_jacchus ENSCJAG00000001993
microcebus_murinus ENSMICG00000042277
callithrix_jacchus ENSCJAG00000014693
cebus_capucinus_imitator ENSCCAG00000032851
cebus_capucinus_imitator ENSCCAG00000035251
mandrillus_leucophaeus ENSMLEG00000028835
microcebus_murinus ENSMICG00000037295
castor_canadensis ENSCCNG00000028305
tupaia_belangeri ENSTBEG00000004475
sorex_araneus ENSSARG00000011001
erinaceus_europaeus ENSEEUG00000006943
pteropus_vampyrus ENSPVAG00000010459
equus_caballus ENSECAG00000020362
equus_asinus_asinus ENSEASG00005015846
bos_taurus ENSBTAG00000000281
bos_mutus ENSBMUG00000008965
bison_bison_bison ENSBBBG00000014564
ovis_aries ENSOARG00000003004
capra_hircus ENSCHIG00000016830
sus_scrofa ENSSSCG00000009009
tursiops_truncatus ENSTTRG00000005686
vicugna_pacos ENSVPAG00000002429
myotis_lucifugus ENSMLUG00000002215
ursus_americanus ENSUAMG00000017406
ursus_maritimus ENSUMAG00000016272
ailuropoda_melanoleuca ENSAMEG00000018446
mustela_putorius_furo ENSMPUG00000006336
mustela_putorius_furo ENSMPUG00000005342
neovison_vison ENSNVIG00000014737
canis_lupus_familiaris ENSCAFG00000008268
canis_lupus_dingo ENSCAFG00020001543
vulpes_vulpes ENSVVUG00000023564
vulpes_vulpes ENSVVUG00000025008
panthera_pardus ENSPPRG00000022675
panthera_tigris_altaica ENSPTIG00000020282
felis_catus ENSFCAG00000022084
loxodonta_africana ENSLAFG00000018238
echinops_telfairi ENSETEG00000020363
procavia_capensis ENSPCAG00000008187
anolis_carolinensis ENSACAG00000015911
pogona_vitticeps ENSPVIG00000019587
notechis_scutatus ENSNSUG00000004678
salvator_merianae ENSSMRG00000001299
sphenodon_punctatus ENSSPUG00000014651
chelonoidis_abingdonii ENSCABG00000015424
gopherus_agassizii ENSGAGG00000020591
chrysemys_picta_bellii ENSCPBG00000025773
pelodiscus_sinensis ENSPSIG00000015676
gallus_gallus ENSGALG00000009212
meleagris_gallopavo ENSMGAG00000001249
coturnix_japonica ENSCJPG00005000370
numida_meleagris ENSNMEG00000020599
anas_platyrhynchos_platyrhynchos ENSAPLG00000002450
calidris_pygmaea ENSCPGG00000003271
calidris_pugnax ENSCPUG00000009273
melopsittacus_undulatus ENSMUNG00000010739
lepidothrix_coronata ENSLCOG00000004657
manacus_vitellinus ENSMVIG00005014611
serinus_canaria ENSSCAG00000011955
taeniopygia_guttata ENSTGUG00000005119
zonotrichia_albicollis ENSZALG00000007926
junco_hyemalis ENSJHYG00000000743
cyanistes_caeruleus ENSCCEG00000012445
parus_major ENSPMJG00000010673
ficedula_albicollis ENSFALG00000013075
apteryx_owenii ENSAOWG00000003650
apteryx_rowi ENSARWG00000007240
dromaius_novaehollandiae ENSDNVG00000016102
anser_brachyrhynchus ENSABRG00000014447
lonchura_striata_domestica ENSLSDG00000007923
apteryx_haastii ENSAHAG00000019586
nothoprocta_perdicaria ENSNPEG00000002622
crocodylus_porosus ENSCPRG00005009152
xenopus_tropicalis ENSXETG00000001836
latimeria_chalumnae ENSLACG00000010179
ciona_savignyi ENSCSAVG00000008797
ciona_intestinalis ENSCING00000007251
piliocolobus_tephrosceles ENSPTEG00000000222
saccharomyces_cerevisiae_strain_s288c YGL183C
